org,aft
http://dbpedia.org/resource/Fukui_Prefecture,http://dbpedia.org/resource/Fukui_Prefecture
http://ja.dbpedia.org/resource/小野塚喜平次,http://ja.dbpedia.org/resource/小野塚喜平次
http://dbpedia.org/resource/Electric_battery,http://dbpedia.org/resource/Electric_battery
http://dbpedia.org/resource/Japan_Institute_for_Labour_Policy_and_Training,http://dbpedia.org/resource/Japan_Institute_for_Labour_Policy_and_Training
"http://dbpedia.org/resource/Ashikaga,_Tochigi","http://dbpedia.org/resource/Ashikaga,_Tochigi"
http://ja.dbpedia.org/resource/東京大正博覧会,http://ja.dbpedia.org/resource/東京大正博覧会
"http://dbpedia.org/resource/Tsuruga,_Fukui","http://dbpedia.org/resource/Tsuruga,_Fukui"
http://dbpedia.org/resource/Nazi_Germany,http://dbpedia.org/resource/Nazi_Germany
http://dbpedia.org/resource/Cabinet_Office_(Japan),http://dbpedia.org/resource/Cabinet_Office_(Japan)
http://dbpedia.org/resource/Asano_Nagatake,http://dbpedia.org/resource/Asano_Nagatake
http://ja.dbpedia.org/resource/山崎覚次郎,http://ja.dbpedia.org/resource/山崎覚次郎
http://dbpedia.org/resource/Fraxinus_mandschurica,http://dbpedia.org/resource/Fraxinus_mandschurica
http://dbpedia.org/resource/Vickers_machine_gun,http://dbpedia.org/resource/Vickers_machine_gun
http://dbpedia.org/resource/Lisbon,http://dbpedia.org/resource/Lisbon
http://ja.dbpedia.org/resource/八日町_(八王子市),http://ja.dbpedia.org/resource/八日町_(八王子市)
http://ja.dbpedia.org/resource/積石塚,http://ja.dbpedia.org/resource/積石塚
http://ja.dbpedia.org/resource/日本鉄鋼協会,http://ja.dbpedia.org/resource/日本鉄鋼協会
http://ja.dbpedia.org/resource/関東大震災,http://dbpedia.org/resource/1923_Great_Kantō_earthquake
http://dbpedia.org/resource/1847_Nagano_earthquake,http://dbpedia.org/resource/1847_Nagano_earthquake
http://ja.dbpedia.org/resource/堂島,http://ja.dbpedia.org/resource/堂島
http://dbpedia.org/resource/Frank_Brangwyn,http://dbpedia.org/resource/Frank_Brangwyn
http://dbpedia.org/resource/Okinawa_Prefecture,http://dbpedia.org/resource/Okinawa_Prefecture
http://dbpedia.org/resource/Zoo,http://dbpedia.org/resource/Zoo
http://dbpedia.org/resource/Shirt,http://dbpedia.org/resource/Shirt
"http://dbpedia.org/resource/Kingston,_Ontario","http://dbpedia.org/resource/Kingston,_Ontario"
http://dbpedia.org/resource/Yonaguni,http://dbpedia.org/resource/Yonaguni
http://dbpedia.org/resource/Imperial_Rule_Assistance_Association,http://dbpedia.org/resource/Imperial_Rule_Assistance_Association
http://ja.dbpedia.org/resource/坪井玄道,http://ja.dbpedia.org/resource/坪井玄道
http://zh.dbpedia.org/resource/僧伽跋摩,http://zh.dbpedia.org/resource/僧伽跋摩
http://dbpedia.org/resource/Hiroshige,http://dbpedia.org/resource/Hiroshige
http://dbpedia.org/resource/Screen_printing,http://dbpedia.org/resource/Screen_printing
"http://dbpedia.org/resource/Ministry_of_Health,_Labour_and_Welfare","http://dbpedia.org/resource/Ministry_of_Health,_Labour_and_Welfare"
"http://dbpedia.org/resource/Ashikaga_District,_Tochigi","http://dbpedia.org/resource/Ashikaga_District,_Tochigi"
"http://dbpedia.org/resource/Aso_District,_Tochigi","http://dbpedia.org/resource/Aso_District,_Tochigi"
http://dbpedia.org/resource/Electrical_cable,http://dbpedia.org/resource/Electrical_cable
"http://dbpedia.org/resource/Horatio_Nelson,_1st_Viscount_Nelson","http://dbpedia.org/resource/Horatio_Nelson,_1st_Viscount_Nelson"
http://dbpedia.org/resource/Gifu_Prefecture,http://dbpedia.org/resource/Gifu_Prefecture
http://dbpedia.org/resource/Koishikawa_Botanical_Gardens,http://dbpedia.org/resource/Koishikawa_Botanical_Gardens
http://dbpedia.org/resource/Snowshoe,http://dbpedia.org/resource/Snowshoe
http://dbpedia.org/resource/Takasaki_Castle,http://dbpedia.org/resource/Takasaki_Castle
http://fr.dbpedia.org/resource/Masakazu_Toyama,http://fr.dbpedia.org/resource/Masakazu_Toyama
http://ja.dbpedia.org/resource/山本祥吉,http://ja.dbpedia.org/resource/山本祥吉
http://dbpedia.org/resource/Miyazaki_Prefecture,http://dbpedia.org/resource/Miyazaki_Prefecture
http://dbpedia.org/resource/Government_spending,http://dbpedia.org/resource/Government_spending
http://ja.dbpedia.org/resource/近藤基樹,http://ja.dbpedia.org/resource/近藤基樹
http://dbpedia.org/resource/Edwin_(company),http://dbpedia.org/resource/Edwin_(company)
http://dbpedia.org/resource/USB-C,http://dbpedia.org/resource/USB-C
http://dbpedia.org/resource/Word,http://dbpedia.org/resource/Word
http://dbpedia.org/resource/Japanese_literature,http://dbpedia.org/resource/Japanese_literature
http://dbpedia.org/resource/Culture_of_Japan,http://dbpedia.org/resource/Culture_of_Japan
"http://dbpedia.org/resource/Minato,_Tokyo","http://dbpedia.org/resource/Minato,_Tokyo"
http://dbpedia.org/resource/Roppongi,http://dbpedia.org/resource/Roppongi
http://ja.dbpedia.org/resource/染井霊園,http://ja.dbpedia.org/resource/染井霊園
http://dbpedia.org/resource/USS_Saratoga_(CV-3),http://dbpedia.org/resource/USS_Saratoga_(CV-3)
http://dbpedia.org/resource/Stephen_Curry,http://dbpedia.org/resource/Stephen_Curry
http://dbpedia.org/resource/Tanaka_Yoshio,http://dbpedia.org/resource/Tanaka_Yoshio
http://fr.dbpedia.org/resource/Konakamura_Kiyonori,http://fr.dbpedia.org/resource/Konakamura_Kiyonori
http://dbpedia.org/resource/Perry_Expedition,http://dbpedia.org/resource/Perry_Expedition
http://dbpedia.org/resource/Trans-Siberian_Railway,http://dbpedia.org/resource/Trans-Siberian_Railway
http://ja.dbpedia.org/resource/赤木周行,http://ja.dbpedia.org/resource/赤木周行
http://ja.dbpedia.org/resource/日本学生支援機構,http://ja.dbpedia.org/resource/日本学生支援機構
http://dbpedia.org/resource/Red,http://dbpedia.org/resource/Red
http://dbpedia.org/resource/Alaska,http://dbpedia.org/resource/Alaska
http://dbpedia.org/resource/Yukon,http://dbpedia.org/resource/Yukon
http://dbpedia.org/resource/Andrias_scheuchzeri,http://dbpedia.org/resource/Andrias_scheuchzeri
http://ja.dbpedia.org/resource/慶應義塾ワグネル・ソサィエティー男声合唱団,http://ja.dbpedia.org/resource/慶應義塾ワグネル・ソサィエティー男声合唱団
http://ja.dbpedia.org/resource/内国勧業博覧会,http://ja.dbpedia.org/resource/内国勧業博覧会
http://zh.dbpedia.org/resource/法护,http://zh.dbpedia.org/resource/法护
http://dbpedia.org/resource/Japanese_battleship_Nagato,http://dbpedia.org/resource/Japanese_battleship_Nagato
http://dbpedia.org/resource/Algeria,http://dbpedia.org/resource/Algeria
"http://dbpedia.org/resource/Sayō_District,_Hyōgo","http://dbpedia.org/resource/Sayō_District,_Hyōgo"
http://dbpedia.org/resource/Takasaki,http://dbpedia.org/resource/Takasaki
http://dbpedia.org/resource/Encephalitis,http://dbpedia.org/resource/Encephalitis
http://dbpedia.org/resource/Warsaw,http://dbpedia.org/resource/Warsaw
http://dbpedia.org/resource/Belarus,http://dbpedia.org/resource/Belarus
http://dbpedia.org/resource/Ukraine,http://dbpedia.org/resource/Ukraine
http://dbpedia.org/resource/Cambridge,http://dbpedia.org/resource/Cambridge
http://fr.dbpedia.org/resource/Orateur,http://dbpedia.org/resource/Orator
http://ja.dbpedia.org/resource/小柳卯三郎,http://ja.dbpedia.org/resource/小柳卯三郎
http://dbpedia.org/resource/Kinmen,http://dbpedia.org/resource/Kinmen
http://ja.dbpedia.org/resource/総務庁,http://ja.dbpedia.org/resource/総務庁
http://ja.dbpedia.org/resource/小室信夫,http://ja.dbpedia.org/resource/小室信夫
http://dbpedia.org/resource/Aomori_Prefecture,http://dbpedia.org/resource/Aomori_Prefecture
http://ja.dbpedia.org/resource/内藤初穂,http://ja.dbpedia.org/resource/内藤初穂
http://dbpedia.org/resource/Taitō,http://dbpedia.org/resource/Taitō
http://dbpedia.org/resource/Fukuoka_University,http://dbpedia.org/resource/Fukuoka_University
http://fr.dbpedia.org/resource/Maison_franco-japonaise,http://fr.dbpedia.org/resource/Maison_franco-japonaise
http://dbpedia.org/resource/Tsubouchi_Shōyō,http://dbpedia.org/resource/Tsubouchi_Shōyō
http://dbpedia.org/resource/East_Germany,http://dbpedia.org/resource/East_Germany
http://ja.dbpedia.org/resource/東駒形,http://ja.dbpedia.org/resource/東駒形
http://dbpedia.org/resource/Aizu,http://dbpedia.org/resource/Aizu
http://dbpedia.org/resource/Yale_University,http://dbpedia.org/resource/Yale_University
http://dbpedia.org/resource/Battle_of_Aizu,http://dbpedia.org/resource/Battle_of_Aizu
http://dbpedia.org/resource/Junichi_Hamada,http://dbpedia.org/resource/Junichi_Hamada
http://dbpedia.org/resource/Melbourne,http://dbpedia.org/resource/Melbourne
http://dbpedia.org/resource/Oder,http://dbpedia.org/resource/Oder
"http://dbpedia.org/resource/Lynden,_Washington","http://dbpedia.org/resource/Lynden,_Washington"
http://ja.dbpedia.org/resource/憲政記念館,http://ja.dbpedia.org/resource/憲政記念館
http://ja.dbpedia.org/resource/日本自動車販売協会連合会,http://ja.dbpedia.org/resource/日本自動車販売協会連合会
http://ja.dbpedia.org/resource/伊豆村,http://ja.dbpedia.org/resource/伊豆村
http://dbpedia.org/resource/Rescript,http://dbpedia.org/resource/Rescript
http://dbpedia.org/resource/Victory_Medal_(Japan),http://dbpedia.org/resource/Victory_Medal_(Japan)
http://dbpedia.org/resource/VHS,http://dbpedia.org/resource/VHS
"http://dbpedia.org/resource/Fuji_District,_Shizuoka","http://dbpedia.org/resource/Fuji_District,_Shizuoka"
http://dbpedia.org/resource/Regions_of_Iran,http://dbpedia.org/resource/Regions_of_Iran
http://dbpedia.org/resource/Berlin_Conference,http://dbpedia.org/resource/Berlin_Conference
http://dbpedia.org/resource/Communist_Party_of_China,http://dbpedia.org/resource/Communist_Party_of_China
http://dbpedia.org/resource/Democratic_Party_(United_States),http://dbpedia.org/resource/Democratic_Party_(United_States)
http://dbpedia.org/resource/Imperial_Household_Agency,http://dbpedia.org/resource/Imperial_Household_Agency
http://dbpedia.org/resource/Buddhabhadra_(translator),http://dbpedia.org/resource/Buddhabhadra_(translator)
http://ja.dbpedia.org/resource/航空研究所,http://ja.dbpedia.org/resource/航空研究所
http://dbpedia.org/resource/Komaba,http://dbpedia.org/resource/Komaba
http://dbpedia.org/resource/Sony,http://dbpedia.org/resource/Sony
http://pl.dbpedia.org/resource/Li_Tongxuan,http://pl.dbpedia.org/resource/Li_Tongxuan
http://dbpedia.org/resource/Nichiren,http://dbpedia.org/resource/Nichiren
http://ja.dbpedia.org/resource/文部大臣_(日本),http://ja.dbpedia.org/resource/文部大臣_(日本)
http://ja.dbpedia.org/resource/中島力造,http://ja.dbpedia.org/resource/中島力造
http://ja.dbpedia.org/resource/東京大学大学院情報学環・学際情報学府,http://ja.dbpedia.org/resource/東京大学大学院情報学環・学際情報学府
http://dbpedia.org/resource/Yasaka_Shrine,http://dbpedia.org/resource/Yasaka_Shrine
http://ja.dbpedia.org/resource/河野常吉,http://ja.dbpedia.org/resource/河野常吉
http://ja.dbpedia.org/resource/高木健夫,http://ja.dbpedia.org/resource/高木健夫
http://dbpedia.org/resource/HMS_Dreadnought_(1906),http://dbpedia.org/resource/HMS_Dreadnought_(1906)
http://ja.dbpedia.org/resource/リサーチ・アドミニストレーター,http://ja.dbpedia.org/resource/リサーチ・アドミニストレーター
http://dbpedia.org/resource/Cyanamide,http://dbpedia.org/resource/Cyanamide
http://dbpedia.org/resource/Minotaur-class_cruiser_(1943),http://dbpedia.org/resource/Minotaur-class_cruiser_(1943)
http://dbpedia.org/resource/San'yō_Railway,http://dbpedia.org/resource/San'yō_Railway
http://dbpedia.org/resource/Okayama_Prefecture,http://dbpedia.org/resource/Okayama_Prefecture
http://dbpedia.org/resource/Meiji_Shrine_Games,http://dbpedia.org/resource/Meiji_Shrine_Games
http://ja.dbpedia.org/resource/石井研堂,http://ja.dbpedia.org/resource/石井研堂
http://dbpedia.org/resource/Boston,http://dbpedia.org/resource/Boston
http://dbpedia.org/resource/Maple_sugar,http://dbpedia.org/resource/Maple_sugar
http://dbpedia.org/resource/Demitasse,http://dbpedia.org/resource/Demitasse
http://dbpedia.org/resource/Ammonia,http://dbpedia.org/resource/Ammonia
http://dbpedia.org/resource/Kidney,http://dbpedia.org/resource/Kidney
http://dbpedia.org/resource/Sweetbread,http://dbpedia.org/resource/Sweetbread
http://dbpedia.org/resource/Tripe,http://dbpedia.org/resource/Tripe
http://dbpedia.org/resource/Liver_(food),http://dbpedia.org/resource/Liver_(food)
http://ja.dbpedia.org/resource/蕨手刀,http://ja.dbpedia.org/resource/蕨手刀
http://ja.dbpedia.org/resource/山東京山,http://ja.dbpedia.org/resource/山東京山
http://dbpedia.org/resource/Kunisada,http://dbpedia.org/resource/Kunisada
http://ja.dbpedia.org/resource/川崎造船所,http://ja.dbpedia.org/resource/川崎造船所
http://ja.dbpedia.org/resource/市谷加賀町,http://ja.dbpedia.org/resource/市谷加賀町
http://dbpedia.org/resource/Nakashima_District,http://dbpedia.org/resource/Nakashima_District
http://ja.dbpedia.org/resource/日下部鳴鶴,http://ja.dbpedia.org/resource/日下部鳴鶴
http://dbpedia.org/resource/Samantapasadika,http://dbpedia.org/resource/Samantapasadika
http://dbpedia.org/resource/Hamamatsu_University_School_of_Medicine,http://dbpedia.org/resource/Hamamatsu_University_School_of_Medicine
http://ja.dbpedia.org/resource/安東清人,http://ja.dbpedia.org/resource/安東清人
http://dbpedia.org/resource/Edo_period,http://dbpedia.org/resource/Edo_period
http://dbpedia.org/resource/Fukuchi_Gen'ichirō,http://dbpedia.org/resource/Fukuchi_Gen'ichirō
http://ja.dbpedia.org/resource/条野採菊,http://ja.dbpedia.org/resource/条野採菊
http://ja.dbpedia.org/resource/柳川春三,http://ja.dbpedia.org/resource/柳川春三
http://dbpedia.org/resource/Ishikari_Province,http://dbpedia.org/resource/Ishikari_Province
"http://dbpedia.org/resource/Sorachi_District,_Hokkaido","http://dbpedia.org/resource/Sorachi_District,_Hokkaido"
http://dbpedia.org/resource/Brussels,http://dbpedia.org/resource/Brussels
http://dbpedia.org/resource/Ethnology,http://dbpedia.org/resource/Ethnology
http://dbpedia.org/resource/Act_on_Temporary_Measures_concerning_University_Management,http://dbpedia.org/resource/Act_on_Temporary_Measures_concerning_University_Management
http://dbpedia.org/resource/Suruga_Province,http://dbpedia.org/resource/Suruga_Province
http://dbpedia.org/resource/Numazu_Station,http://dbpedia.org/resource/Numazu_Station
http://dbpedia.org/resource/Bandung_Conference,http://dbpedia.org/resource/Bandung_Conference
http://ja.dbpedia.org/resource/下谷区,http://ja.dbpedia.org/resource/下谷区
"http://dbpedia.org/resource/Yanaka,_Tokyo","http://dbpedia.org/resource/Yanaka,_Tokyo"
http://dbpedia.org/resource/Whiteprint,http://dbpedia.org/resource/Whiteprint
http://ja.dbpedia.org/resource/西日本新聞社,http://ja.dbpedia.org/resource/西日本新聞社
http://dbpedia.org/resource/Laos,http://dbpedia.org/resource/Laos
http://ja.dbpedia.org/resource/坪井忠二,http://ja.dbpedia.org/resource/坪井忠二
http://dbpedia.org/resource/Hosei_University,http://dbpedia.org/resource/Hosei_University
http://dbpedia.org/resource/Nakahashi_Tokugorō,http://dbpedia.org/resource/Nakahashi_Tokugorō
http://dbpedia.org/resource/Tokugawa_Satotaka,http://dbpedia.org/resource/Tokugawa_Satotaka
http://dbpedia.org/resource/Shibuya,http://dbpedia.org/resource/Shibuya
http://ja.dbpedia.org/resource/三村竹清,http://ja.dbpedia.org/resource/三村竹清
http://dbpedia.org/resource/Okamachi_Station,http://dbpedia.org/resource/Okamachi_Station
http://de.dbpedia.org/resource/Feuer-Drache,http://de.dbpedia.org/resource/Feuer-Drache
http://dbpedia.org/resource/Sapienza_University_of_Rome,http://dbpedia.org/resource/Sapienza_University_of_Rome
http://ja.dbpedia.org/resource/岡玄卿,http://ja.dbpedia.org/resource/岡玄卿
http://dbpedia.org/resource/Takanawa,http://dbpedia.org/resource/Takanawa
http://ja.dbpedia.org/resource/宇野義方,http://ja.dbpedia.org/resource/宇野義方
http://dbpedia.org/resource/Kazuko_Koike,http://dbpedia.org/resource/Kazuko_Koike
http://ja.dbpedia.org/resource/美坂哲男,http://ja.dbpedia.org/resource/美坂哲男
http://dbpedia.org/resource/Chikuma_Shobō,http://dbpedia.org/resource/Chikuma_Shobō
"http://dbpedia.org/resource/Chiyoda,_Tokyo","http://dbpedia.org/resource/Chiyoda,_Tokyo"
http://dbpedia.org/resource/Port_of_Yokosuka,http://dbpedia.org/resource/Port_of_Yokosuka
http://dbpedia.org/resource/Kikuchi_Dairoku,http://dbpedia.org/resource/Kikuchi_Dairoku
http://ja.dbpedia.org/resource/日本精神神経学会,http://ja.dbpedia.org/resource/日本精神神経学会
http://dbpedia.org/resource/Takashi_Mukaibo,http://dbpedia.org/resource/Takashi_Mukaibo
http://dbpedia.org/resource/Estates_General_(France),http://dbpedia.org/resource/Estates_General_(France)
http://dbpedia.org/resource/Glasgow,http://dbpedia.org/resource/Glasgow
http://dbpedia.org/resource/Judo,http://dbpedia.org/resource/Judo
http://dbpedia.org/resource/The_Nippon_Dental_University,http://dbpedia.org/resource/The_Nippon_Dental_University
http://dbpedia.org/resource/Modulation,http://dbpedia.org/resource/Modulation
http://dbpedia.org/resource/Toyo_University,http://dbpedia.org/resource/Toyo_University
http://dbpedia.org/resource/Nihonbashi,http://dbpedia.org/resource/Nihonbashi
http://dbpedia.org/resource/Brazil,http://dbpedia.org/resource/Brazil
http://ja.dbpedia.org/resource/登記,http://ja.dbpedia.org/resource/登記
http://dbpedia.org/resource/Japanese_minelayer_Yaeyama,http://dbpedia.org/resource/Japanese_minelayer_Yaeyama
http://dbpedia.org/resource/Müller_(footballer),http://dbpedia.org/resource/Müller_(footballer)
http://dbpedia.org/resource/Winston_Churchill,http://dbpedia.org/resource/Winston_Churchill
http://dbpedia.org/resource/Guangdong,http://dbpedia.org/resource/Guangdong
http://dbpedia.org/resource/Ryotaro_Azuma,http://dbpedia.org/resource/Ryotaro_Azuma
http://dbpedia.org/resource/Committee_on_Public_Information,http://dbpedia.org/resource/Committee_on_Public_Information
http://dbpedia.org/resource/Sadao_Araki,http://dbpedia.org/resource/Sadao_Araki
http://dbpedia.org/resource/Dentsu,http://dbpedia.org/resource/Dentsu
http://dbpedia.org/resource/Andy_Murray,http://dbpedia.org/resource/Andy_Murray
http://dbpedia.org/resource/Geneva,http://dbpedia.org/resource/Geneva
http://ja.dbpedia.org/resource/島田篁村,http://ja.dbpedia.org/resource/島田篁村
http://ja.dbpedia.org/resource/秋岡家栄,http://ja.dbpedia.org/resource/秋岡家栄
http://dbpedia.org/resource/Tetsuzō_Tanikawa,http://dbpedia.org/resource/Tetsuzō_Tanikawa
http://ja.dbpedia.org/resource/日大紛争,http://ja.dbpedia.org/resource/日大紛争
http://dbpedia.org/resource/Okazaki_Castle,http://dbpedia.org/resource/Okazaki_Castle
http://ja.dbpedia.org/resource/三河武士のやかた家康館,http://ja.dbpedia.org/resource/三河武士のやかた家康館
http://dbpedia.org/resource/Tokushima_Prefecture,http://dbpedia.org/resource/Tokushima_Prefecture
http://ja.dbpedia.org/resource/日本英語検定協会,http://ja.dbpedia.org/resource/日本英語検定協会
http://dbpedia.org/resource/Paramartha,http://dbpedia.org/resource/Paramartha
http://dbpedia.org/resource/Miyake_Setsurei,http://dbpedia.org/resource/Miyake_Setsurei
http://dbpedia.org/resource/Kyoto_Prefecture,http://dbpedia.org/resource/Kyoto_Prefecture
http://dbpedia.org/resource/Mount_Kōya,http://dbpedia.org/resource/Mount_Kōya
http://dbpedia.org/resource/Daigo-ji,http://dbpedia.org/resource/Daigo-ji
http://dbpedia.org/resource/Mandala,http://dbpedia.org/resource/Mandala
http://ja.dbpedia.org/resource/田中綱常,http://ja.dbpedia.org/resource/田中綱常
http://dbpedia.org/resource/West_Africa,http://dbpedia.org/resource/West_Africa
http://dbpedia.org/resource/Earthling,http://dbpedia.org/resource/Earthling
http://ja.dbpedia.org/resource/一橋新聞,http://ja.dbpedia.org/resource/一橋新聞
http://pl.dbpedia.org/resource/Bodhiruci_(młodszy),http://pl.dbpedia.org/resource/Bodhiruci_(młodszy)
http://dbpedia.org/resource/Mahāratnakūṭa_Sūtra,http://dbpedia.org/resource/Mahāratnakūṭa_Sūtra
http://dbpedia.org/resource/Herodotus,http://dbpedia.org/resource/Herodotus
http://dbpedia.org/resource/Hippocrates,http://dbpedia.org/resource/Hippocrates
http://ja.dbpedia.org/resource/内田貞夫,http://ja.dbpedia.org/resource/内田貞夫
http://dbpedia.org/resource/St._Louis,http://dbpedia.org/resource/St._Louis
http://ja.dbpedia.org/resource/北海タイムス,http://ja.dbpedia.org/resource/北海タイムス
http://ja.dbpedia.org/resource/古在由重,http://ja.dbpedia.org/resource/古在由重
http://dbpedia.org/resource/Achilles_tendon,http://dbpedia.org/resource/Achilles_tendon
http://ja.dbpedia.org/resource/東京大学大学院人文社会系研究科・文学部,http://ja.dbpedia.org/resource/東京大学大学院人文社会系研究科・文学部
http://ja.dbpedia.org/resource/福武直,http://ja.dbpedia.org/resource/福武直
http://ja.dbpedia.org/resource/東京大学先端科学技術研究センター,http://ja.dbpedia.org/resource/東京大学先端科学技術研究センター
http://dbpedia.org/resource/Josip_Broz_Tito,http://dbpedia.org/resource/Josip_Broz_Tito
http://dbpedia.org/resource/Belgrade,http://dbpedia.org/resource/Belgrade
http://dbpedia.org/resource/The_Salvation_Army,http://dbpedia.org/resource/The_Salvation_Army
http://dbpedia.org/resource/American_Library_Association,http://dbpedia.org/resource/American_Library_Association
http://dbpedia.org/resource/Rallying,http://dbpedia.org/resource/Rallying
http://dbpedia.org/resource/Vickers,http://dbpedia.org/resource/Vickers
http://ja.dbpedia.org/resource/科学技術庁,http://ja.dbpedia.org/resource/科学技術庁
"http://dbpedia.org/resource/Marlborough,_Wiltshire","http://dbpedia.org/resource/Marlborough,_Wiltshire"
http://de.dbpedia.org/resource/Nakano_Yoshio,http://de.dbpedia.org/resource/Nakano_Yoshio
http://dbpedia.org/resource/Southeast_Asia_Treaty_Organization,http://dbpedia.org/resource/Southeast_Asia_Treaty_Organization
http://dbpedia.org/resource/Hyōgo_Prefecture,http://dbpedia.org/resource/Hyōgo_Prefecture
http://dbpedia.org/resource/Confidentiality,http://dbpedia.org/resource/Confidentiality
http://dbpedia.org/resource/Ibaraki_Prefecture,http://dbpedia.org/resource/Ibaraki_Prefecture
"http://dbpedia.org/resource/Tsukuba_District,_Ibaraki","http://dbpedia.org/resource/Tsukuba_District,_Ibaraki"
http://dbpedia.org/resource/Iwate_Nippo,http://dbpedia.org/resource/Iwate_Nippo
http://dbpedia.org/resource/Institute_of_Medical_Science_(Japan),http://dbpedia.org/resource/Institute_of_Medical_Science_(Japan)
http://ja.dbpedia.org/resource/東京帝国大学第二工学部,http://ja.dbpedia.org/resource/東京帝国大学第二工学部
http://dbpedia.org/resource/Egi_Kazuyuki,http://dbpedia.org/resource/Egi_Kazuyuki
http://ja.dbpedia.org/resource/鈴木有,http://ja.dbpedia.org/resource/鈴木有
http://ja.dbpedia.org/resource/三宝荒神,http://ja.dbpedia.org/resource/三宝荒神
http://dbpedia.org/resource/Awakening_of_Faith_in_the_Mahayana,http://dbpedia.org/resource/Awakening_of_Faith_in_the_Mahayana
http://dbpedia.org/resource/April_5,http://dbpedia.org/resource/April_5
http://ja.dbpedia.org/resource/南原繁,http://ja.dbpedia.org/resource/南原繁
http://ja.dbpedia.org/resource/朝鮮総督府学務局,http://ja.dbpedia.org/resource/朝鮮総督府学務局
http://dbpedia.org/resource/Buddha_(title),http://dbpedia.org/resource/Buddha_(title)
http://dbpedia.org/resource/Hugh_Gaitskell,http://dbpedia.org/resource/Hugh_Gaitskell
http://dbpedia.org/resource/Exposition_Universelle_(1889),http://dbpedia.org/resource/Exposition_Universelle_(1889)
http://dbpedia.org/resource/Hindi,http://dbpedia.org/resource/Hindi
"http://dbpedia.org/resource/Hirado,_Nagasaki","http://dbpedia.org/resource/Hirado,_Nagasaki"
http://dbpedia.org/resource/Kunoichi,http://dbpedia.org/resource/Kunoichi
http://dbpedia.org/resource/Tsuruoka_Domain,http://dbpedia.org/resource/Tsuruoka_Domain
http://dbpedia.org/resource/Christopher_Columbus,http://dbpedia.org/resource/Christopher_Columbus
http://ja.dbpedia.org/resource/井上勝正,http://ja.dbpedia.org/resource/井上勝正
http://dbpedia.org/resource/Toronto,http://dbpedia.org/resource/Toronto
http://dbpedia.org/resource/R_(programming_language),http://dbpedia.org/resource/R_(programming_language)
http://dbpedia.org/resource/Vinaya_Piṭaka,http://dbpedia.org/resource/Vinaya_Piṭaka
http://dbpedia.org/resource/Kavli_Institute_for_the_Physics_and_Mathematics_of_the_Universe,http://dbpedia.org/resource/Kavli_Institute_for_the_Physics_and_Mathematics_of_the_Universe
http://dbpedia.org/resource/Clothing,http://dbpedia.org/resource/Clothing
http://ja.dbpedia.org/resource/佐々木忠次郎,http://ja.dbpedia.org/resource/佐々木忠次郎
http://dbpedia.org/resource/Shigeharu_Matsumoto,http://dbpedia.org/resource/Shigeharu_Matsumoto
http://ja.dbpedia.org/resource/鹿島槍ヶ岳,http://ja.dbpedia.org/resource/鹿島槍ヶ岳
http://dbpedia.org/resource/Mount_Shirouma,http://dbpedia.org/resource/Mount_Shirouma
http://ja.dbpedia.org/resource/阪田隆,http://ja.dbpedia.org/resource/阪田隆
http://dbpedia.org/resource/Yamagata_Prefecture,http://dbpedia.org/resource/Yamagata_Prefecture
http://dbpedia.org/resource/Diary,http://dbpedia.org/resource/Diary
http://dbpedia.org/resource/Granite,http://dbpedia.org/resource/Granite
http://dbpedia.org/resource/Kazuo_Hatoyama,http://dbpedia.org/resource/Kazuo_Hatoyama
http://dbpedia.org/resource/Itō_Chūta,http://dbpedia.org/resource/Itō_Chūta
http://dbpedia.org/resource/Ishiguro_Tadanori,http://dbpedia.org/resource/Ishiguro_Tadanori
http://dbpedia.org/resource/Michiro_Endo,http://dbpedia.org/resource/Michiro_Endo
http://ja.dbpedia.org/resource/村松暎,http://ja.dbpedia.org/resource/村松暎
http://ja.dbpedia.org/resource/安藤彦太郎,http://ja.dbpedia.org/resource/安藤彦太郎
http://dbpedia.org/resource/Italy,http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Ernest_Fenollosa,http://dbpedia.org/resource/Ernest_Fenollosa
http://dbpedia.org/resource/Isetan,http://dbpedia.org/resource/Isetan
http://dbpedia.org/resource/Daily_Mirror,http://dbpedia.org/resource/Daily_Mirror
http://ja.dbpedia.org/resource/本所区,http://ja.dbpedia.org/resource/本所区
http://dbpedia.org/resource/Okachimachi_Station,http://dbpedia.org/resource/Okachimachi_Station
http://dbpedia.org/resource/Civil_disobedience,http://dbpedia.org/resource/Civil_disobedience
http://dbpedia.org/resource/Public_notice,http://dbpedia.org/resource/Public_notice
http://dbpedia.org/resource/Chandler_&_Co,http://dbpedia.org/resource/Chandler_&_Co
http://ja.dbpedia.org/resource/小林小太郎_(文部官僚),http://ja.dbpedia.org/resource/小林小太郎_(文部官僚)
http://ja.dbpedia.org/resource/佐々木政吉,http://ja.dbpedia.org/resource/佐々木政吉
http://dbpedia.org/resource/Haniwa,http://dbpedia.org/resource/Haniwa
http://de.dbpedia.org/resource/Erde-Drache,http://de.dbpedia.org/resource/Erde-Drache
http://dbpedia.org/resource/Iwashiro_Province,http://dbpedia.org/resource/Iwashiro_Province
"http://dbpedia.org/resource/Iwase_District,_Fukushima","http://dbpedia.org/resource/Iwase_District,_Fukushima"
