word,cnt
_,8
雑誌,4
情報,4
-,4
越後,3
石器,3
時代,3
火,3
場,3
(,3
5,3
10,3
8,3
2,3
35,3
/,3
発見,2
抜き取り,2
綴じ,2
東京大学,2
大学院,2
学,2
環,2
図書,2
室,2
研究,2
2004,2
年,2
坪井,2
),2
明治,2
土田,2
校友,2
会,2
)∽,1
アイテム,1
附属,1
社会,1
資料,1
センター,1
平成,1
16,1
旧,1
誠,1
太郎,1
邸,1
学際,1
学府,1
移管,1
推,1
43,1
11,1
正,1
五郎,1
221,1
149,1
反,1
270,1
その他,1
印刷,1
紙,1
05,1
学術,1
論文,1
書籍,1
講義,1
録,1
国,1
日本,1
所在,1
開設,1
スケッチ,1
記述,1
四,1
十,1
三,1
十一月,1
書き込み,1
ja,1
著作,1
権,1
保護,1
期間,1
満了,1
綴,1
12,1
27,1
0005,1
0010,1
0008,1
0002,1
0035,1
