word,cnt
-,12
坪井,5
正,4
五郎,4
1,4
情報,4
4,3
14,3
35,3
2,3
田中,3
実,3
宛,2
東京大学,2
大学院,2
学,2
環,2
図書,2
室,2
/,2
）∽,1
アイテム,1
附属,1
社会,1
研究,1
資料,1
センター,1
2004,1
平成,1
16,1
年,1
旧,1
誠,1
太郎,1
邸,1
学際,1
学府,1
移管,1
明治,1
41,1
19,1
差出人,1
197,1
78,1
封筒,1
or,1
袋,1
09,1
手紙,1
便り,1
",",1
裏,1
狂歌,1
記述,1
ja,1
単,1
紙,1
単体,1
0004,1
0014,1
0035,1
0002,1
0001,1
