word,cnt
",",5
;,3
アダム,2
スミス,2
.,2
情報,2
デジタル,2
画像,2
リンク,2
クリック,2
Leviathan,1
or,1
The,1
matter,1
forme,1
&,1
power,1
of,1
a,1
common,1
-,1
wealth,1
ecclesiasticall,1
and,1
civill,1
Printed,1
for,1
Andrew,1
Crooke,1
文庫,1
経,1
図,1
収蔵,1
庫,1
Eco,1
Lib,1
Vault,1
:,1
56,1
5513435924,1
古,1
典籍,1
Precious,1
Books,1
オンライン,1
Online,1
pdf,1
詳細,1
書誌,1
本文,1
欄,1
URL,1
東大,1
OPAC,1
ご覧,1
先,1
登録,1
番号,1
横,1
アイコ,1
ン,1
こと,1
閲覧,1
