word,cnt
_,8
1,7
情報,4
/,4
-,4
講演,3
埃及,3
5,3
14,3
2,3
名士,2
其十七,2
考古,2
談,2
東京大学,2
大学院,2
学,2
環,2
図書,2
室,2
研究,2
坪井,2
11,2
0001,2
∽,1
アイテム,1
附属,1
社会,1
資料,1
センター,1
2004,1
平成,1
16,1
年,1
旧,1
誠,1
太郎,1
邸,1
学際,1
学府,1
移管,1
大正,1
正,1
五郎,1
225,1
153,1
反,1
270,1
山下,1
研,1
谷,1
印刷,1
刊本,1
05,1
学術,1
論文,1
書籍,1
講義,1
録,1
丸善,1
内容,1
旅行,1
際,1
文物,1
紹介,1
ja,1
著作,1
権,1
保護,1
期間,1
満了,1
単,1
紙,1
単体,1
2005,1
01,1
07,1
0005,1
0014,1
0002,1
