word,cnt
_,6
1,6
情報,4
13,3
4,3
/,3
-,3
(,2
ノート,2
東京大学,2
大学院,2
学,2
環,2
図書,2
室,2
記述,2
0001,2
)∽,1
アイテム,1
附属,1
社会,1
研究,1
資料,1
センター,1
2004,1
平成,1
16,1
年,1
旧,1
坪井,1
誠,1
太郎,1
邸,1
学際,1
学府,1
移管,1
),1
132,1
200,1
同,1
90,1
自由,1
媒体,1
10,1
メモ,1
草稿,1
スケッチ,1
扉,1
うた,1
ぬた,1
へ,1
づくり,1
三,1
十,1
一,1
タイトル,1
2005,1
08,1
26,1
0013,1
0004,1
