word,cnt
-,9
A,4
2,4
封筒,3
67,3
1,3
[,2
情報,2
玉井,2
建,2
也,2
その他,2
]∽,1
アイテム,1
東京大学,1
大学院,1
学,1
環,1
1970,1
年代,1
後半,1
小野,1
秀雄,1
邸,1
旧,1
新聞,1
研究所,1
移管,1
2007,1
年,1
以降,1
図書,1
室,1
/,1
社会,1
研究,1
資料,1
センター,1
再,1
配置,1
],1
298,1
216,1
or,1
袋,1
98,1
内容,1
表,1
米,1
騒動,1
ja,1
メモ,1
箇条,1
書き,1
状態,1
0002,1
0067,1
0001,1
