word,cnt
-,13
/,4
情報,4
紙,3
時事新報,3
4,3
22,3
94,3
2,3
1,3
包,2
新聞紙,2
東京大学,2
大学院,2
学,2
環,2
図書,2
室,2
∽,1
アイテム,1
附属,1
社会,1
研究,1
資料,1
センター,1
2004,1
平成,1
16,1
年,1
旧,1
坪井,1
誠,1
太郎,1
邸,1
学際,1
学府,1
移管,1
明治,1
14,1
6,1
15,1
520,1
375,1
155,1
215,1
包装,1
01,1
刊行,1
新聞,1
類,1
原稿,1
用紙,1
包み,1
もの,1
ja,1
単,1
単体,1
0004,1
0022,1
0094,1
0002,1
0001,1
