word,cnt
-,6
獣医,5
2,3
7,3
6,3
牧者,2
必読,2
全書,2
綿羊,2
篇,2
１,2
３,2
外題,2
"）,",2
全,2
書巻,2
十,2
三,2
内題,2
情報,2
学,2
/,2
研究,2
本,2
）∽,1
アイテム,1
東京大学,1
大学院,1
環,1
図書,1
室,1
附属,1
社会,1
資料,1
センター,1
229,1
160,1
同,1
２,1
７,1
０,1
自由,1
記述,1
媒体,1
05,1
学術,1
論文,1
書籍,1
講義,1
録,1
書,1
最初,1
頁,1
右,1
下,1
東京,1
西久保,1
城山,1
街,1
四,1
号,1
地,1
坪井,1
信良,1
印,1
和綴じ,1
手書き,1
冊子,1
綴,1
0002,1
0007,1
0006,1
